date,time_kst,분류,항목,금일(원/kg),전일(원/kg)
2025-10-12,11:39,생계,소,2090,2090
2025-10-12,14:25,육계(공장도가),9~10호,3462,3462
2025-10-12,14:25,육계(공장도가),11호,3326,3326
2025-10-12,14:25,육계(공장도가),12호,3089,3089
2025-10-12,14:25,생계,대,1890,1890
2025-10-12,14:25,생계,중,1990,1990
2025-10-12,14:25,생계,소,2090,2090
2025-10-13,11:45,육계(공장도가),9~10호,3462,3462
2025-10-13,11:45,육계(공장도가),11호,3326,3326
2025-10-13,11:45,육계(공장도가),12호,3089,3089
2025-10-13,11:45,생계,대,1890,1890
2025-10-13,11:45,생계,중,1990,1990
2025-10-13,11:45,생계,소,2090,2090
2025-10-13,14:30,육계(공장도가),9~10호,3462,3462
2025-10-13,14:30,육계(공장도가),11호,3326,3326
2025-10-13,14:30,육계(공장도가),12호,3089,3089
2025-10-13,14:30,생계,대,1890,1890
2025-10-13,14:30,생계,중,1990,1990
2025-10-13,14:30,생계,소,2090,2090
2025-10-14,11:28,육계(공장도가),9~10호,3462,3462
2025-10-14,11:28,육계(공장도가),11호,3326,3326
2025-10-14,11:28,육계(공장도가),12호,3089,3089
2025-10-14,11:28,생계,대,1890,1890
2025-10-14,11:28,생계,중,1990,1990
2025-10-14,11:28,생계,소,2090,2090
2025-10-14,14:27,육계(공장도가),9~10호,3462,3462
2025-10-14,14:27,육계(공장도가),11호,3326,3326
2025-10-14,14:27,육계(공장도가),12호,3089,3089
2025-10-14,14:27,생계,대,1890,1890
2025-10-14,14:27,생계,중,1990,1990
2025-10-14,14:27,생계,소,2090,2090
2025-10-15,11:41,육계(공장도가),9~10호,3462,3462
2025-10-15,11:41,육계(공장도가),11호,3326,3326
2025-10-15,11:41,육계(공장도가),12호,3089,3089
2025-10-15,11:41,생계,대,1890,1890
2025-10-15,11:41,생계,중,1990,1990
2025-10-15,11:41,생계,소,2090,2090
2025-10-15,14:27,육계(공장도가),9~10호,3462,3462
2025-10-15,14:27,육계(공장도가),11호,3326,3326
2025-10-15,14:27,육계(공장도가),12호,3089,3089
2025-10-15,14:27,생계,대,1890,1890
2025-10-15,14:27,생계,중,1990,1990
2025-10-15,14:27,생계,소,2090,2090
2025-10-16,11:39,육계(공장도가),9~10호,3462,3462
2025-10-16,11:39,육계(공장도가),11호,3326,3326
2025-10-16,11:39,육계(공장도가),12호,3089,3089
2025-10-16,11:39,생계,대,1890,1890
2025-10-16,11:39,생계,중,1990,1990
2025-10-16,11:39,생계,소,2090,2090
2025-10-16,14:27,육계(공장도가),9~10호,3462,3462
2025-10-16,14:27,육계(공장도가),11호,3326,3326
2025-10-16,14:27,육계(공장도가),12호,3089,3089
2025-10-16,14:27,생계,대,1890,1890
2025-10-16,14:27,생계,중,1990,1990
2025-10-16,14:27,생계,소,2090,2090
2025-10-17,11:38,육계(공장도가),9~10호,3462,3462
2025-10-17,11:38,육계(공장도가),11호,3326,3326
2025-10-17,11:38,육계(공장도가),12호,3089,3089
2025-10-17,11:38,생계,대,1890,1890
2025-10-17,11:38,생계,중,1990,1990
2025-10-17,11:38,생계,소,2090,2090
2025-10-17,14:27,육계(공장도가),9~10호,3462,3462
2025-10-17,14:27,육계(공장도가),11호,3326,3326
2025-10-17,14:27,육계(공장도가),12호,3089,3089
2025-10-17,14:27,생계,대,1890,1890
2025-10-17,14:27,생계,중,1990,1990
2025-10-17,14:27,생계,소,2090,2090
2025-10-18,11:23,육계(공장도가),9~10호,3462,3462
2025-10-18,11:23,육계(공장도가),11호,3326,3326
2025-10-18,11:23,육계(공장도가),12호,3089,3089
2025-10-18,11:23,생계,대,1890,1890
2025-10-18,11:23,생계,중,1990,1990
2025-10-18,11:23,생계,소,2090,2090
2025-10-18,14:26,육계(공장도가),9~10호,3462,3462
2025-10-18,14:26,육계(공장도가),11호,3326,3326
2025-10-18,14:26,육계(공장도가),12호,3089,3089
2025-10-18,14:26,생계,대,1890,1890
2025-10-18,14:26,생계,중,1990,1990
2025-10-18,14:26,생계,소,2090,2090
2025-10-19,11:51,육계(공장도가),9~10호,3462,3462
2025-10-19,11:51,육계(공장도가),11호,3326,3326
2025-10-19,11:51,육계(공장도가),12호,3089,3089
2025-10-19,11:51,생계,대,1890,1890
2025-10-19,11:51,생계,중,1990,1990
2025-10-19,11:51,생계,소,2090,2090
2025-10-19,14:28,육계(공장도가),9~10호,3462,3462
2025-10-19,14:28,육계(공장도가),11호,3326,3326
2025-10-19,14:28,육계(공장도가),12호,3089,3089
2025-10-19,14:28,생계,대,1890,1890
2025-10-19,14:28,생계,중,1990,1990
2025-10-19,14:28,생계,소,2090,2090
2025-10-20,11:49,육계(공장도가),9~10호,3462,3462
2025-10-20,11:49,육계(공장도가),11호,3326,3326
2025-10-20,11:49,육계(공장도가),12호,3089,3089
2025-10-20,11:49,생계,대,1890,1890
2025-10-20,11:49,생계,중,1990,1990
2025-10-20,11:49,생계,소,2090,2090
2025-10-20,14:29,육계(공장도가),9~10호,3462,3462
2025-10-20,14:29,육계(공장도가),11호,3326,3326
2025-10-20,14:29,육계(공장도가),12호,3089,3089
2025-10-20,14:29,생계,대,1890,1890
2025-10-20,14:29,생계,중,1990,1990
2025-10-20,14:29,생계,소,2090,2090
2025-10-21,11:41,육계(공장도가),9~10호,3462,3462
2025-10-21,11:41,육계(공장도가),11호,3326,3326
2025-10-21,11:41,육계(공장도가),12호,3089,3089
2025-10-21,11:41,생계,대,1890,1890
2025-10-21,11:41,생계,중,1990,1990
2025-10-21,11:41,생계,소,2090,2090
2025-10-21,14:28,육계(공장도가),9~10호,3462,3462
2025-10-21,14:28,육계(공장도가),11호,3326,3326
2025-10-21,14:28,육계(공장도가),12호,3089,3089
2025-10-21,14:28,생계,대,1890,1890
2025-10-21,14:28,생계,중,1990,1990
2025-10-21,14:28,생계,소,2090,2090
2025-10-22,11:47,육계(공장도가),9~10호,3615,3462
2025-10-22,11:47,육계(공장도가),11호,3474,3326
2025-10-22,11:47,육계(공장도가),12호,3234,3089
2025-10-22,11:47,생계,대,1990,1890
2025-10-22,11:47,생계,중,2090,1990
2025-10-22,11:47,생계,소,2190,2090
2025-10-22,14:29,육계(공장도가),9~10호,3615,3462
2025-10-22,14:29,육계(공장도가),11호,3474,3326
2025-10-22,14:29,육계(공장도가),12호,3234,3089
2025-10-22,14:29,생계,대,1990,1890
2025-10-22,14:29,생계,중,2090,1990
2025-10-22,14:29,생계,소,2190,2090
2025-10-23,11:39,육계(공장도가),9~10호,3615,3615
2025-10-23,11:39,육계(공장도가),11호,3474,3474
2025-10-23,11:39,육계(공장도가),12호,3234,3234
2025-10-23,11:39,생계,대,1990,1990
2025-10-23,11:39,생계,중,2090,2090
2025-10-23,11:39,생계,소,2190,2190
2025-10-23,14:30,육계(공장도가),9~10호,3615,3615
2025-10-23,14:30,육계(공장도가),11호,3474,3474
2025-10-23,14:30,육계(공장도가),12호,3234,3234
2025-10-23,14:30,생계,대,1990,1990
2025-10-23,14:30,생계,중,2090,2090
2025-10-23,14:30,생계,소,2190,2190
2025-10-24,11:27,육계(공장도가),9~10호,3615,3615
2025-10-24,11:27,육계(공장도가),11호,3474,3474
2025-10-24,11:27,육계(공장도가),12호,3234,3234
2025-10-24,11:27,생계,대,1990,1990
2025-10-24,11:27,생계,중,2090,2090
2025-10-24,11:27,생계,소,2190,2190
2025-10-24,14:28,육계(공장도가),9~10호,3615,3615
2025-10-24,14:28,육계(공장도가),11호,3474,3474
2025-10-24,14:28,육계(공장도가),12호,3234,3234
2025-10-24,14:28,생계,대,1990,1990
2025-10-24,14:28,생계,중,2090,2090
2025-10-24,14:28,생계,소,2190,2190
2025-10-25,11:38,육계(공장도가),9~10호,3615,3615
2025-10-25,11:38,육계(공장도가),11호,3474,3474
2025-10-25,11:38,육계(공장도가),12호,3234,3234
2025-10-25,11:38,생계,대,1990,1990
2025-10-25,11:38,생계,중,2090,2090
2025-10-25,11:38,생계,소,2190,2190
2025-10-25,14:28,육계(공장도가),9~10호,3615,3615
2025-10-25,14:28,육계(공장도가),11호,3474,3474
2025-10-25,14:28,육계(공장도가),12호,3234,3234
2025-10-25,14:28,생계,대,1990,1990
2025-10-25,14:28,생계,중,2090,2090
2025-10-25,14:28,생계,소,2190,2190
2025-10-26,11:47,육계(공장도가),9~10호,3615,3615
2025-10-26,11:47,육계(공장도가),11호,3474,3474
2025-10-26,11:47,육계(공장도가),12호,3234,3234
2025-10-26,11:47,생계,대,1990,1990
2025-10-26,11:47,생계,중,2090,2090
2025-10-26,11:47,생계,소,2190,2190
2025-10-26,14:27,육계(공장도가),9~10호,3615,3615
2025-10-26,14:27,육계(공장도가),11호,3474,3474
2025-10-26,14:27,육계(공장도가),12호,3234,3234
2025-10-26,14:27,생계,대,1990,1990
2025-10-26,14:27,생계,중,2090,2090
2025-10-26,14:27,생계,소,2190,2190
2025-10-27,11:53,육계(공장도가),9~10호,3462,3615
2025-10-27,11:53,육계(공장도가),11호,3326,3474
2025-10-27,11:53,육계(공장도가),12호,3089,3234
2025-10-27,11:53,생계,대,1890,1990
2025-10-27,11:53,생계,중,1990,2090
2025-10-27,11:53,생계,소,2090,2190
2025-10-27,14:32,육계(공장도가),9~10호,3462,3615
2025-10-27,14:32,육계(공장도가),11호,3326,3474
2025-10-27,14:32,육계(공장도가),12호,3089,3234
2025-10-27,14:32,생계,대,1890,1990
2025-10-27,14:32,생계,중,1990,2090
2025-10-27,14:32,생계,소,2090,2190
2025-10-28,11:42,육계(공장도가),9~10호,3462,3462
2025-10-28,11:42,육계(공장도가),11호,3326,3326
2025-10-28,11:42,육계(공장도가),12호,3089,3089
2025-10-28,11:42,생계,대,1890,1890
2025-10-28,11:42,생계,중,1990,1990
2025-10-28,11:42,생계,소,2090,2090
2025-10-28,14:31,육계(공장도가),9~10호,3462,3462
2025-10-28,14:31,육계(공장도가),11호,3326,3326
2025-10-28,14:31,육계(공장도가),12호,3089,3089
2025-10-28,14:31,생계,대,1890,1890
2025-10-28,14:31,생계,중,1990,1990
2025-10-28,14:31,생계,소,2090,2090
2025-10-29,11:49,육계(공장도가),9~10호,3462,3462
2025-10-29,11:49,육계(공장도가),11호,3326,3326
2025-10-29,11:49,육계(공장도가),12호,3089,3089
2025-10-29,11:49,생계,대,1890,1890
2025-10-29,11:49,생계,중,1990,1990
2025-10-29,11:49,생계,소,2090,2090
2025-10-29,14:29,육계(공장도가),9~10호,3462,3462
2025-10-29,14:29,육계(공장도가),11호,3326,3326
2025-10-29,14:29,육계(공장도가),12호,3089,3089
2025-10-29,14:29,생계,대,1890,1890
2025-10-29,14:29,생계,중,1990,1990
2025-10-29,14:29,생계,소,2090,2090
2025-10-30,11:47,육계(공장도가),9~10호,3462,3462
2025-10-30,11:47,육계(공장도가),11호,3326,3326
2025-10-30,11:47,육계(공장도가),12호,3089,3089
2025-10-30,11:47,생계,대,1890,1890
2025-10-30,11:47,생계,중,1990,1990
2025-10-30,11:47,생계,소,2090,2090
2025-10-30,14:29,육계(공장도가),9~10호,3462,3462
2025-10-30,14:29,육계(공장도가),11호,3326,3326
2025-10-30,14:29,육계(공장도가),12호,3089,3089
2025-10-30,14:29,생계,대,1890,1890
2025-10-30,14:29,생계,중,1990,1990
2025-10-30,14:29,생계,소,2090,2090
2025-10-31,11:46,육계(공장도가),9~10호,3462,3462
2025-10-31,11:46,육계(공장도가),11호,3326,3326
2025-10-31,11:46,육계(공장도가),12호,3089,3089
2025-10-31,11:46,생계,대,1890,1890
2025-10-31,11:46,생계,중,1990,1990
2025-10-31,11:46,생계,소,2090,2090
2025-10-31,14:31,육계(공장도가),9~10호,3462,3462
2025-10-31,14:31,육계(공장도가),11호,3326,3326
2025-10-31,14:31,육계(공장도가),12호,3089,3089
2025-10-31,14:31,생계,대,1890,1890
2025-10-31,14:31,생계,중,1990,1990
2025-10-31,14:31,생계,소,2090,2090
2025-11-01,11:47,육계(공장도가),9~10호,3462,3462
2025-11-01,11:47,육계(공장도가),11호,3326,3326
2025-11-01,11:47,육계(공장도가),12호,3089,3089
2025-11-01,11:47,생계,대,1890,1890
2025-11-01,11:47,생계,중,1990,1990
2025-11-01,11:47,생계,소,2090,2090
2025-11-01,14:27,육계(공장도가),9~10호,3462,3462
2025-11-01,14:27,육계(공장도가),11호,3326,3326
2025-11-01,14:27,육계(공장도가),12호,3089,3089
2025-11-01,14:27,생계,대,1890,1890
2025-11-01,14:27,생계,중,1990,1990
2025-11-01,14:27,생계,소,2090,2090
2025-11-02,11:51,육계(공장도가),9~10호,3462,3462
2025-11-02,11:51,육계(공장도가),11호,3326,3326
2025-11-02,11:51,육계(공장도가),12호,3089,3089
2025-11-02,11:51,생계,대,1890,1890
2025-11-02,11:51,생계,중,1990,1990
2025-11-02,11:51,생계,소,2090,2090
2025-11-02,14:27,육계(공장도가),9~10호,3462,3462
2025-11-02,14:27,육계(공장도가),11호,3326,3326
2025-11-02,14:27,육계(공장도가),12호,3089,3089
2025-11-02,14:27,생계,대,1890,1890
2025-11-02,14:27,생계,중,1990,1990
2025-11-02,14:27,생계,소,2090,2090
2025-11-03,11:51,육계(공장도가),9~10호,3462,3462
2025-11-03,11:51,육계(공장도가),11호,3326,3326
2025-11-03,11:51,육계(공장도가),12호,3089,3089
2025-11-03,11:51,생계,대,1890,1890
2025-11-03,11:51,생계,중,1990,1990
2025-11-03,11:51,생계,소,2090,2090
2025-11-03,14:30,육계(공장도가),9~10호,3462,3462
2025-11-03,14:30,육계(공장도가),11호,3326,3326
2025-11-03,14:30,육계(공장도가),12호,3089,3089
2025-11-03,14:30,생계,대,1890,1890
2025-11-03,14:30,생계,중,1990,1990
2025-11-03,14:30,생계,소,2090,2090
2025-11-04,11:47,육계(공장도가),9~10호,3615,3462
2025-11-04,11:47,육계(공장도가),11호,3474,3326
2025-11-04,11:47,육계(공장도가),12호,3234,3089
2025-11-04,11:47,생계,대,1990,1890
2025-11-04,11:47,생계,중,2090,1990
2025-11-04,11:47,생계,소,2190,2090
2025-11-04,14:30,육계(공장도가),9~10호,3615,3462
2025-11-04,14:30,육계(공장도가),11호,3474,3326
2025-11-04,14:30,육계(공장도가),12호,3234,3089
2025-11-04,14:30,생계,대,1990,1890
2025-11-04,14:30,생계,중,2090,1990
2025-11-04,14:30,생계,소,2190,2090
2025-11-05,11:48,육계(공장도가),9~10호,3769,3615
2025-11-05,11:48,육계(공장도가),11호,3621,3474
2025-11-05,11:48,육계(공장도가),12호,3379,3234
2025-11-05,11:48,생계,대,2090,1990
2025-11-05,11:48,생계,중,2190,2090
2025-11-05,11:48,생계,소,2290,2190
2025-11-05,14:30,육계(공장도가),9~10호,3769,3615
2025-11-05,14:30,육계(공장도가),11호,3621,3474
2025-11-05,14:30,육계(공장도가),12호,3379,3234
2025-11-05,14:30,생계,대,2090,1990
2025-11-05,14:30,생계,중,2190,2090
2025-11-05,14:30,생계,소,2290,2190
2025-11-06,11:48,육계(공장도가),9~10호,3769,3769
2025-11-06,11:48,육계(공장도가),11호,3621,3621
2025-11-06,11:48,육계(공장도가),12호,3379,3379
2025-11-06,11:48,생계,대,2090,2090
2025-11-06,11:48,생계,중,2190,2190
2025-11-06,11:48,생계,소,2290,2290
2025-11-06,14:31,육계(공장도가),9~10호,3769,3769
2025-11-06,14:31,육계(공장도가),11호,3621,3621
2025-11-06,14:31,육계(공장도가),12호,3379,3379
2025-11-06,14:31,생계,대,2090,2090
2025-11-06,14:31,생계,중,2190,2190
2025-11-06,14:31,생계,소,2290,2290
2025-11-07,11:45,육계(공장도가),9~10호,3769,3769
2025-11-07,11:45,육계(공장도가),11호,3621,3621
2025-11-07,11:45,육계(공장도가),12호,3379,3379
2025-11-07,11:45,생계,대,2090,2090
2025-11-07,11:45,생계,중,2190,2190
2025-11-07,11:45,생계,소,2290,2290
2025-11-07,14:28,육계(공장도가),9~10호,3769,3769
2025-11-07,14:28,육계(공장도가),11호,3621,3621
2025-11-07,14:28,육계(공장도가),12호,3379,3379
2025-11-07,14:28,생계,대,2090,2090
2025-11-07,14:28,생계,중,2190,2190
2025-11-07,14:28,생계,소,2290,2290
2025-11-08,11:38,육계(공장도가),9~10호,3769,3769
2025-11-08,11:38,육계(공장도가),11호,3621,3621
2025-11-08,11:38,육계(공장도가),12호,3379,3379
2025-11-08,11:38,생계,대,2090,2090
2025-11-08,11:38,생계,중,2190,2190
2025-11-08,11:38,생계,소,2290,2290
2025-11-08,14:27,육계(공장도가),9~10호,3769,3769
2025-11-08,14:27,육계(공장도가),11호,3621,3621
2025-11-08,14:27,육계(공장도가),12호,3379,3379
2025-11-08,14:27,생계,대,2090,2090
2025-11-08,14:27,생계,중,2190,2190
2025-11-08,14:27,생계,소,2290,2290
2025-11-09,11:48,육계(공장도가),9~10호,3769,3769
2025-11-09,11:48,육계(공장도가),11호,3621,3621
2025-11-09,11:48,육계(공장도가),12호,3379,3379
2025-11-09,11:48,생계,대,2090,2090
2025-11-09,11:48,생계,중,2190,2190
2025-11-09,11:48,생계,소,2290,2290
2025-11-09,14:27,육계(공장도가),9~10호,3769,3769
2025-11-09,14:27,육계(공장도가),11호,3621,3621
2025-11-09,14:27,육계(공장도가),12호,3379,3379
2025-11-09,14:27,생계,대,2090,2090
2025-11-09,14:27,생계,중,2190,2190
2025-11-09,14:27,생계,소,2290,2290
2025-11-10,11:52,육계(공장도가),9~10호,3769,3769
2025-11-10,11:52,육계(공장도가),11호,3621,3621
2025-11-10,11:52,육계(공장도가),12호,3379,3379
2025-11-10,11:52,생계,대,2090,2090
2025-11-10,11:52,생계,중,2190,2190
2025-11-10,11:52,생계,소,2290,2290
2025-11-10,14:29,육계(공장도가),9~10호,3769,3769
2025-11-10,14:29,육계(공장도가),11호,3621,3621
2025-11-10,14:29,육계(공장도가),12호,3379,3379
2025-11-10,14:29,생계,대,2090,2090
2025-11-10,14:29,생계,중,2190,2190
2025-11-10,14:29,생계,소,2290,2290
2025-11-11,11:48,육계(공장도가),9~10호,3769,3769
2025-11-11,11:48,육계(공장도가),11호,3621,3621
2025-11-11,11:48,육계(공장도가),12호,3379,3379
2025-11-11,11:48,생계,대,2090,2090
2025-11-11,11:48,생계,중,2190,2190
2025-11-11,11:48,생계,소,2290,2290
2025-11-11,14:30,육계(공장도가),9~10호,3769,3769
2025-11-11,14:30,육계(공장도가),11호,3621,3621
2025-11-11,14:30,육계(공장도가),12호,3379,3379
2025-11-11,14:30,생계,대,2090,2090
2025-11-11,14:30,생계,중,2190,2190
2025-11-11,14:30,생계,소,2290,2290
2025-11-12,11:46,육계(공장도가),9~10호,3769,3769
2025-11-12,11:46,육계(공장도가),11호,3621,3621
2025-11-12,11:46,육계(공장도가),12호,3379,3379
2025-11-12,11:46,생계,대,2090,2090
2025-11-12,11:46,생계,중,2190,2190
2025-11-12,11:46,생계,소,2290,2290
2025-11-12,14:30,육계(공장도가),9~10호,3769,3769
2025-11-12,14:30,육계(공장도가),11호,3621,3621
2025-11-12,14:30,육계(공장도가),12호,3379,3379
2025-11-12,14:30,생계,대,2090,2090
2025-11-12,14:30,생계,중,2190,2190
2025-11-12,14:30,생계,소,2290,2290
2025-11-13,11:49,육계(공장도가),9~10호,3615,3769
2025-11-13,11:49,육계(공장도가),11호,3474,3621
2025-11-13,11:49,육계(공장도가),12호,3234,3379
2025-11-13,11:49,생계,대,1990,2090
2025-11-13,11:49,생계,중,2090,2190
2025-11-13,11:49,생계,소,2190,2290
2025-11-13,14:30,육계(공장도가),9~10호,3615,3769
2025-11-13,14:30,육계(공장도가),11호,3474,3621
2025-11-13,14:30,육계(공장도가),12호,3234,3379
2025-11-13,14:30,생계,대,1990,2090
2025-11-13,14:30,생계,중,2090,2190
2025-11-13,14:30,생계,소,2190,2290
2025-11-14,11:47,육계(공장도가),9~10호,3462,3615
2025-11-14,11:47,육계(공장도가),11호,3326,3474
2025-11-14,11:47,육계(공장도가),12호,3089,3234
2025-11-14,11:47,생계,대,1890,1990
2025-11-14,11:47,생계,중,1990,2090
2025-11-14,11:47,생계,소,2090,2190
2025-11-14,14:29,육계(공장도가),9~10호,3462,3615
2025-11-14,14:29,육계(공장도가),11호,3326,3474
2025-11-14,14:29,육계(공장도가),12호,3089,3234
2025-11-14,14:29,생계,대,1890,1990
2025-11-14,14:29,생계,중,1990,2090
2025-11-14,14:29,생계,소,2090,2190
2025-11-15,11:41,육계(공장도가),9~10호,3462,3462
2025-11-15,11:41,육계(공장도가),11호,3326,3326
2025-11-15,11:41,육계(공장도가),12호,3089,3089
2025-11-15,11:41,생계,대,1890,1890
2025-11-15,11:41,생계,중,1990,1990
2025-11-15,11:41,생계,소,2090,2090
2025-11-15,14:27,육계(공장도가),9~10호,3462,3462
2025-11-15,14:27,육계(공장도가),11호,3326,3326
2025-11-15,14:27,육계(공장도가),12호,3089,3089
2025-11-15,14:27,생계,대,1890,1890
2025-11-15,14:27,생계,중,1990,1990
2025-11-15,14:27,생계,소,2090,2090
2025-11-16,11:52,육계(공장도가),9~10호,3462,3462
2025-11-16,11:52,육계(공장도가),11호,3326,3326
2025-11-16,11:52,육계(공장도가),12호,3089,3089
2025-11-16,11:52,생계,대,1890,1890
2025-11-16,11:52,생계,중,1990,1990
2025-11-16,11:52,생계,소,2090,2090
2025-11-16,14:27,육계(공장도가),9~10호,3462,3462
2025-11-16,14:27,육계(공장도가),11호,3326,3326
2025-11-16,14:27,육계(공장도가),12호,3089,3089
2025-11-16,14:27,생계,대,1890,1890
2025-11-16,14:27,생계,중,1990,1990
2025-11-16,14:27,생계,소,2090,2090
2025-11-17,11:49,육계(공장도가),9~10호,3462,3462
2025-11-17,11:49,육계(공장도가),11호,3326,3326
2025-11-17,11:49,육계(공장도가),12호,3089,3089
2025-11-17,11:49,생계,대,1890,1890
2025-11-17,11:49,생계,중,1990,1990
2025-11-17,11:49,생계,소,2090,2090
2025-11-17,14:30,육계(공장도가),9~10호,3462,3462
2025-11-17,14:30,육계(공장도가),11호,3326,3326
2025-11-17,14:30,육계(공장도가),12호,3089,3089
2025-11-17,14:30,생계,대,1890,1890
2025-11-17,14:30,생계,중,1990,1990
2025-11-17,14:30,생계,소,2090,2090
2025-11-18,11:46,육계(공장도가),9~10호,3615,3462
2025-11-18,11:46,육계(공장도가),11호,3474,3326
2025-11-18,11:46,육계(공장도가),12호,3234,3089
2025-11-18,11:46,생계,대,1990,1890
2025-11-18,11:46,생계,중,2090,1990
2025-11-18,11:46,생계,소,2190,2090
2025-11-18,14:29,육계(공장도가),9~10호,3615,3462
2025-11-18,14:29,육계(공장도가),11호,3474,3326
2025-11-18,14:29,육계(공장도가),12호,3234,3089
2025-11-18,14:29,생계,대,1990,1890
2025-11-18,14:29,생계,중,2090,1990
2025-11-18,14:29,생계,소,2190,2090
2025-11-19,11:47,육계(공장도가),9~10호,3769,3615
2025-11-19,11:47,육계(공장도가),11호,3621,3474
2025-11-19,11:47,육계(공장도가),12호,3379,3234
2025-11-19,11:47,생계,대,2090,1990
2025-11-19,11:47,생계,중,2190,2090
2025-11-19,11:47,생계,소,2290,2190
2025-11-19,14:30,육계(공장도가),9~10호,3769,3615
2025-11-19,14:30,육계(공장도가),11호,3621,3474
2025-11-19,14:30,육계(공장도가),12호,3379,3234
2025-11-19,14:30,생계,대,2090,1990
2025-11-19,14:30,생계,중,2190,2090
